"","label","subject","tBodyAcc-mean()-Y","tBodyAcc-mean()-Z","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-mean()-X","tBodyAccJerk-mean()-Y","tBodyAccJerk-mean()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-mean()-X","tBodyGyro-mean()-Y","tBodyGyro-mean()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-mean()-X","tBodyGyroJerk-mean()-Y","tBodyGyroJerk-mean()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-mean()","tBodyAccMag-std()","tGravityAccMag-mean()","tGravityAccMag-std()","tBodyAccJerkMag-mean()","tBodyAccJerkMag-std()","tBodyGyroMag-mean()","tBodyGyroMag-std()","tBodyGyroJerkMag-mean()","tBodyGyroJerkMag-std()","fBodyAcc-mean()-X","fBodyAcc-mean()-Y","fBodyAcc-mean()-Z","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAccJerk-mean()-X","fBodyAccJerk-mean()-Y","fBodyAccJerk-mean()-Z","fBodyAccJerk-std()-X","fBodyAccJerk-std()-Y","fBodyAccJerk-std()-Z","fBodyGyro-mean()-X","fBodyGyro-mean()-Y","fBodyGyro-mean()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","fBodyAccMag-mean()","fBodyAccMag-std()","fBodyBodyAccJerkMag-mean()","fBodyBodyAccJerkMag-std()","fBodyBodyGyroMag-mean()","fBodyBodyGyroMag-std()","fBodyBodyGyroJerkMag-mean()","fBodyBodyGyroJerkMag-std()"
"11","SITTING",9,0.270313841621528,-0.0209466555412396,-0.101233826213889,-0.555656544538194,-0.5758878952125,0.0212079795342014,0.670845545555556,-0.0467446999509028,0.104353653032743,-0.958784666180556,-0.949938115208333,0.0873824099399306,0.0840171430291667,0.00678485848399306,-0.00102998088194444,-0.578305161360069,-0.678923872274306,-0.114241692174028,-0.0701318154561458,-0.0729884312991667,0.109092913237986,-0.676452392569444,-0.670498220701389,0.0503765347979167,-0.0892254930640278,-0.0397344421815972,-0.053402884281875,-0.7617108665625,-0.773273878854167,0.118754676428472,-0.505183470509188,-0.0572281955868056,-0.505183470509188,-0.0572281955868056,-0.621608245092361,-0.129470527798958,-0.550201866572569,-0.0817126595448611,-0.7629795809375,-0.196946325668229,-0.579258404408681,-0.610267804090278,-0.592119122804271,-0.547995744907986,-0.586766083232639,-0.963659764305556,-0.621377141312847,-0.699766614569444,-0.702931927996528,-0.572819893733993,-0.679065855003472,-0.964194555694444,-0.639863219559028,-0.683924287600694,-0.612680463163889,-0.690689895534722,-0.667203220760417,-0.982376583125,-0.553186448295139,-0.654877788232639,-0.609193721940625,-0.448280031316667,-0.700863097986111,-0.584530174336042,-0.786473954201389
"12","LAYING",10,0.276167166146067,-0.0163597620096067,-0.110895968975281,-0.444542179505618,-0.4473986497,-0.120237459902247,0.717480574157303,-0.208521017696629,0.117694723004365,-0.965245184269663,-0.954582628651685,-0.000166719103370786,0.0770443967792135,0.0179123332078652,-0.0184247667073034,-0.440752750779775,-0.509261127107865,-0.254819295451685,-0.00620393485370787,-0.0945160408007472,0.0870794129407303,-0.621444276745506,-0.486751758186517,0.109830278078652,-0.112186524665169,-0.0399910798199438,-0.0545410082941573,-0.665836066179775,-0.739123314101124,0.127382295294944,-0.410425640545281,-0.0805773111421292,-0.410425640545281,-0.0805773111421292,-0.516760666466067,-0.0328470551835938,-0.42720737666236,-0.0359289825626966,-0.699690401348315,-0.186308533008427,-0.441869880651685,-0.448857772465169,-0.589623420932584,-0.446808171553933,-0.482279508206854,-0.939375094044944,-0.462110222928652,-0.524868255294213,-0.686201008393258,-0.469224463235618,-0.526685879334831,-0.941219529719101,-0.56312955943764,-0.574857051303371,-0.520866476615168,-0.642164957224719,-0.446583339129213,-0.951689425617978,-0.444359893858427,-0.690664809938202,-0.44003215355618,-0.63178202997191,-0.602597051292135,-0.6405431285,-0.741410645280899
"13","SITTING",10,0.277893928965517,-0.0201007309025862,-0.111923861939655,-0.680922061465517,-0.574141127008621,0.157876771790517,0.528471918189655,0.132357189137931,-0.0406851051310345,-0.966671951465517,-0.954434219224138,0.107948935341379,0.084055953425,0.00524496946775862,-0.000508330892672414,-0.665385132398276,-0.587767977767155,0.132578583349138,-0.03737410566,-0.0694863169865517,0.09708324005,-0.754406551103448,-0.751811505775862,-0.110442284262069,-0.101958125818966,-0.0461522009655172,-0.0571036731258621,-0.760644561551724,-0.813937354568966,-0.0686913308663793,-0.643787041732759,-0.183455546564914,-0.643787041732759,-0.183455546564914,-0.671367320412147,0.000949349547431034,-0.667000938325,-0.109694196518966,-0.787828063189655,-0.148397108960345,-0.671036756991379,-0.56492112005431,-0.755477063777586,-0.685967027327586,-0.608637830568965,-0.942885404224138,-0.677877879552586,-0.601501631942241,-0.776146487347414,-0.6825747266575,-0.601670696297414,-0.942851279137931,-0.708227808862155,-0.76112517175,-0.638948497488793,-0.770129229456897,-0.749100059568966,-0.954639798448276,-0.632859902586207,-0.680739185948276,-0.630393750482759,-0.692913791655172,-0.751876822422414,-0.629777437387931,-0.80824356112069
"14","SITTING",11,0.27658531139557,-0.0191272531933228,-0.108941761642405,-0.58947649779557,-0.490379346996835,-0.0545862478780538,0.730526184936709,0.0527387028613924,0.140209861246835,-0.975394457689873,-0.957138770727848,0.126595478499051,0.0830134540658228,0.0078044254343038,-0.00657424975259494,-0.659323083055063,-0.608784226719937,0.0413075896974684,-0.0547328440272468,-0.0582275770813291,0.087284109682356,-0.739922126628797,-0.703501766487342,0.0123363638275316,-0.0805473309873418,-0.0493914065474684,-0.0480140167267405,-0.781738140601266,-0.868377254082279,0.0274157945953481,-0.542825032813608,-0.0470450692733133,-0.542825032813608,-0.0470450692733133,-0.679819504547468,-0.0844928174203481,-0.628367851066456,-0.00977386751806962,-0.826829028481013,-0.200767113821646,-0.619524028324684,-0.531455265662532,-0.750026145791139,-0.579491754749367,-0.502570240243354,-0.982788334841772,-0.676672987166456,-0.632374688606013,-0.825559590221519,-0.672195644346519,-0.609444998247785,-0.983921284272152,-0.709949332117089,-0.776852868955696,-0.708842979272152,-0.751758277167721,-0.670892713066772,-0.987084076234177,-0.611528074359177,-0.696115804110759,-0.656133473274684,-0.603941715534177,-0.757585939588608,-0.571880430909177,-0.864827011392405
"15","LAYING",12,0.27360872421875,-0.018337204411489,-0.106649116775,-0.583962207065,-0.522040023435,0.0797941473284375,0.69922245131875,0.029976775735,0.0330295544910625,-0.96738343446875,-0.9605729084375,0.1620018415375,0.070430311315625,0.0053115377979375,0.0003081123684,-0.582418267596875,-0.571359817082031,0.000101815436718751,-0.0628663472537188,-0.0592027333975,0.0960742146838125,-0.727881704983125,-0.73506282621875,-0.0623164074515625,-0.0731134377315625,-0.043678823491875,-0.0574585039485312,-0.709726149496875,-0.8112325993125,-0.0366384983846875,-0.559586545675313,-0.0038239326621875,-0.559586545675313,-0.0038239326621875,-0.6300504918575,0.030770299898,-0.63166805889875,-0.08442260098,-0.77729447821875,-0.0323395496842188,-0.578920210879375,-0.523287078731563,-0.7266403145,-0.586922577889687,-0.553076639139062,-0.96799153659375,-0.599109317756219,-0.591296422972219,-0.7754265825625,-0.602960063359688,-0.579168053712969,-0.96954674190625,-0.661246826087188,-0.74479814778125,-0.657369914584375,-0.750393858303125,-0.7334567315,-0.96174996665625,-0.55928367746625,-0.62258951955625,-0.564239194378438,-0.545052787498125,-0.717311676745625,-0.615223792904506,-0.78990285099375
"16","LAYING",13,0.275331302564103,-0.0138142117769231,-0.102743770538462,-0.985624894358974,-0.942586546666667,0.334556406820513,0.921964862307692,-0.109627963589744,-0.0550385769230769,-0.983806016410256,-0.958703707692308,0.187537694830769,0.0753361867589744,3.21396751282084e-06,-0.0207597312274615,-0.98320905,-0.980900278974359,0.125872565351282,-0.0249456255282051,-0.103120769384615,0.107581098384615,-0.969929041025641,-0.966961138974359,-0.523958488410256,-0.0983042010512821,-0.0402657887512821,-0.0550643396076923,-0.981567850769231,-0.976328599230769,-0.315023327692308,-0.957516079230769,-0.134423466646154,-0.957516079230769,-0.134423466646154,-0.98520112948718,-0.0107424967415385,-0.955927413846154,-0.242589712974359,-0.983384277692308,0.0180656948179487,-0.984271615128205,-0.956789564358974,-0.950531688512821,-0.986415295897436,-0.939186338282051,-0.997785795384615,-0.983927862051282,-0.980645807948718,-0.980337277948718,-0.984034336923077,-0.982669254358974,-0.999660345641026,-0.968652687692308,-0.966862591794872,-0.978006883846154,-0.970684781794872,-0.967487258974359,-0.999836043333333,-0.954053960076923,-0.592728246410256,-0.978673536923077,-0.802078602307692,-0.959784324358974,-0.553678554974359,-0.975424345641026
"17","WALKING",13,0.275972328878472,-0.0181699742090972,-0.110000803208681,-0.575988776406597,-0.381951349576563,0.131153610571528,0.681292470135417,-0.0329394768333333,0.0577532953226042,-0.965028548993056,-0.952841561840278,0.0597932285525347,0.0799949338409549,0.00440454945364583,-0.0112095839764236,-0.592262931284375,-0.514017250515903,0.19724685608875,-0.0604857980730833,-0.0560470862676389,0.0976858981960417,-0.68060309553125,-0.602228374072917,-0.0814910888671875,-0.0867388887725694,-0.0446006639826389,-0.0587062286048611,-0.679779924798611,-0.684140465829861,-0.225451870389236,-0.483315619064583,-0.0739939076826389,-0.483315619064583,-0.0739939076826389,-0.576752933821528,-0.02174859501875,-0.530473151740972,-0.0943918245767361,-0.676095972034722,0.0592509781961458,-0.592037723774653,-0.430725622034167,-0.586295210948958,-0.571064824236111,-0.398044620757986,-0.950709901388889,-0.616228070490972,-0.552247061456944,-0.674336187459028,-0.604319087604906,-0.505181824891007,-0.954880073194444,-0.616661864512847,-0.603858786017708,-0.572054939600694,-0.702696027534722,-0.607714932788542,-0.952055158298611,-0.540619399544792,-0.608366791524306,-0.557004493022917,-0.510374208421528,-0.610576689548611,-0.551540370860069,-0.676389681829514
"18","SITTING",14,0.270184596009288,-0.0162548178510526,-0.100985935692074,-0.611671118216099,-0.374730765205077,0.0473391719826625,0.672081224882353,-0.111701388781115,-0.161179728291022,-0.941245714736842,-0.942377305312693,-0.0027578273574613,0.0741757467665015,0.00443682723817957,-0.00253044692473994,-0.641964198633003,-0.586459622773684,0.0524424195235201,0.000253671358297214,-0.0954921154823529,0.0606712446996904,-0.728661379340557,-0.398959362766099,-0.0592845867535604,-0.107556127062003,-0.0433200489340217,-0.0450693836894427,-0.7862917325387,-0.6979155314613,-0.103052042960836,-0.453262620331889,-0.0496903942968731,-0.453262620331889,-0.0496903942968731,-0.608973420309907,-0.119657750437152,-0.416459776709257,-0.0669493231018576,-0.700520939854799,-0.272828182546006,-0.619513271851703,-0.455237617000929,-0.440650672343653,-0.609406374110062,-0.376829989404644,-0.935700203034056,-0.654385009392879,-0.598699531399381,-0.618712162187307,-0.661460356953251,-0.60215894382322,-0.934830310650155,-0.699166400749226,-0.50463317018839,-0.42391821438452,-0.740052209854489,-0.348864187370186,-0.961549467151703,-0.490874179820433,-0.619815263339938,-0.596896308848452,-0.5403741002387,-0.543030528985449,-0.579429758890712,-0.717590101802972
"19","LAYING",15,0.276774140473934,-0.0182430061199526,-0.112307531763033,-0.406653495418483,-0.365582862734123,-0.104323180985166,0.736471568587678,0.0435380526492891,-0.035049230219763,-0.96533910478673,-0.95364169492891,0.113889166776303,0.0768459616862559,0.00676471286966825,-0.00571198412498104,-0.498419114018957,-0.501071002364455,-0.0992150491279621,-0.0273263980553555,-0.0762294334203791,0.0876343253600948,-0.62851290407109,-0.617407853814218,0.110896544084265,-0.0939061538246446,-0.0446592995800474,-0.0540399905691943,-0.683266357677725,-0.81104939,0.0247008675429858,-0.393700499981801,-0.0785041731266351,-0.393700499981801,-0.0785041731266351,-0.557028503158626,-0.0697329803758294,-0.519791478782464,-0.0496161853020806,-0.759827649526066,-0.229390545490995,-0.446899242853081,-0.396324239691469,-0.689513864601896,-0.392726074149763,-0.390618404158294,-0.96926702549763,-0.526737079908057,-0.520188260755924,-0.760575538687204,-0.513958039670379,-0.514537359565071,-0.968238847772512,-0.585164839312322,-0.690853516872038,-0.654443560208531,-0.644832194701422,-0.583131453384834,-0.977429139194313,-0.433559583665166,-0.670460242104265,-0.499043307067773,-0.651542504212796,-0.66259674492891,-0.600915267691943,-0.798769752085308
"20","SITTING",15,0.280809008017094,-0.0132570659288889,-0.113025363495726,-0.826851429401709,-0.691050465065556,0.196782457205128,0.603031476957265,0.209283010478632,0.167747283709402,-0.974854731965812,-0.961288858119658,0.174730533393162,0.0792114288461538,0.00152009843911966,-0.00206178643661538,-0.850631311880342,-0.762466469229829,0.00610704587179487,-0.0295732821739316,-0.0752465887078632,0.0961329630241026,-0.820116960683761,-0.873559637094017,-0.24602155934188,-0.100031223103419,-0.0431672344152137,-0.0583139570564103,-0.818156647435897,-0.931336247094017,-0.145186016279487,-0.768194785982906,-0.0711408738384615,-0.768194785982906,-0.0711408738384615,-0.831122100119658,-0.0185090220897436,-0.794331126068376,-0.0626754337130769,-0.887257107264957,-0.256861687863248,-0.830611793846154,-0.708655836926581,-0.835941643333333,-0.82564340974359,-0.701657807514103,-0.990772209401709,-0.853986995641026,-0.770308716242735,-0.886639470512821,-0.860732858974359,-0.770538620786325,-0.990683918717949,-0.807166423675214,-0.886694450854701,-0.813540323846154,-0.825663846837607,-0.867323219316239,-0.991275876153846,-0.796290599726496,-0.632699918316239,-0.823607151196581,-0.724705801095726,-0.858269066666667,-0.548444135897436,-0.905389773931624
